HS코드,MTI코드
2620600000,119090
2620910000,119090
2620990000,119090
7112300000,119090
7112911000,119090
7112919000,119090
7112921000,119090
7112929000,119090
7112991000,119090
7112992000,119090
7112999000,119090
2504101000,121000
2504102000,121000
2504109000,121000
2504900000,121000
2504901000,121000
2504902000,121000
2504909000,121000
2501001010,122000
2501001020,122000
2501009010,122000
2501009020,122000
2501009090,122000
2507001010,123000
2507001090,123000
2507002000,123000
2507002010,123000
2507002020,123000
2507002090,123000
2507009000,123000
2508100000,123000
2508401000,123000
2508409000,123000
2518100000,124000
2518200000,124000
2518300000,124000
2521001000,124000
2521009000,124000
3816009010,124000
2503000000,129000
2505100000,129000
2505901010,129000
2505901020,129000
2505901090,129000
2505909000,129000
2506101000,129000
2506102000,129000
2506103000,129000
2506200000,129000
2506201000,129000
2506209000,129000
2508300000,129000
2508402000,129000
2508501000,129000
2508502000,129000
2508503000,129000
2508600000,129000
2508701000,129000
2508702000,129000
2509000000,129000
2510101000,129000
2510102000,129000
2510109000,129000
2510201000,129000
2510202000,129000
2510209000,129000
2511100000,129000
2511200000,129000
2512000000,129000
2513101000,129000
2513109000,129000
2513201010,129000
2513201020,129000
2513201030,129000
2513201090,129000
2513202010,129000
2513202020,129000
2513202030,129000
2513202090,129000
2514001000,129000
2514009000,129000
2515111000,129000
2515112000,129000
2515121000,129000
2515122000,129000
2515200000,129000
2516110000,129000
2516120000,129000
2516201000,129000
2516209000,129000
2516901000,129000
2516909000,129000
2517101000,129000
2517102000,129000
2517109000,129000
2517200000,129000
2517300000,129000
2517410000,129000
2517491000,129000
2517492000,129000
2517499000,129000
2519100000,129000
2519902000,129000
2519909000,129000
2520101000,129000
2520102000,129000
2520201000,129000
2520209000,129000
2522100000,129000
2522200000,129000
2522300000,129000
2524100000,129000
2524901000,129000
2524902000,129000
2524909000,129000
2525100000,129000
2525200000,129000
2525300000,129000
2526100000,129000
2526101000,129000
2526109000,129000
2526200000,129000
2528001000,129000
2528002000,129000
2528003000,129000
2528004000,129000
2528009000,129000
2528901000,129000
2528909000,129000
2529100000,129000
2529211000,129000
2529219000,129000
2529221000,129000
2529229000,129000
2529301000,129000
2529302000,129000
2529303000,129000
2530101000,129000
2530102000,129000
2530200000,129000
2530903000,129000
2530905000,129000
2530906000,129000
2530907000,129000
2530908000,129000
2530909010,129000
2530909020,129000
2530909030,129000
2530909040,129000
2530909050,129000
2530909091,129000
2530909099,129000
3802100000,129000
3802901000,129000
3802901010,129000
3802901020,129000
3802901090,129000
3802903000,129000
3802909000,129000
6801000000,129000
6802100000,129000
6802211000,129000
6802212000,129000
6802213000,129000
6802230000,129000
6802291000,129000
6802299000,129000
6802911000,129000
6802912000,129000
6802913000,129000
6802920000,129000
6802930000,129000
6802990000,129000
6803000000,129000
6803009000,129000
6806201000,129000
6815990000,129000
2709001010,131000
2709001020,131000
2709001030,131000
2709001040,131000
2709001050,131000
2709001060,131000
2709001070,131000
2709001080,131000
2709001090,131000
2709002000,131000
2701110000,132100
2701121000,132200
2701122000,132200
2701129010,132200
2701129090,132200
2702100000,132300
2702200000,132300
2703001000,132400
2703002000,132400
2701190000,132900
2701201000,132900
2701202000,132900
2701209000,132900
2704001010,132900
2704001090,132900
2704002000,132900
2704003000,132900
2710122000,133110
2710201020,133110
2710121000,133120
2710201010,133120
2710193000,133200
2710209300,133200
2710913000,133200
2710993000,133200
2710191010,133310
2710192020,133310
2710209110,133310
2710209220,133310
2710192010,133320
2710209210,133320
2710124000,133400
2710125000,133400
2710201040,133400
2710201050,133400
2710911020,133400
2710991020,133400
2710194010,133510
2710209410,133510
2710194020,133520
2710209420,133520
2710194030,133530
2710209430,133530
2710194090,133590
2710209490,133590
2710914010,133590
2710914090,133590
2710994010,133590
2710994090,133590
2710195010,133600
2710195020,133600
2710196000,133600
2710197110,133600
2710197120,133600
2710197130,133600
2710197190,133600
2710197210,133600
2710197220,133600
2710197230,133600
2710197240,133600
2710197250,133600
2710197310,133600
2710197320,133600
2710197330,133600
2710197410,133600
2710197420,133600
2710197430,133600
2710197440,133600
2710197450,133600
2710197510,133600
2710197520,133600
2710197530,133600
2710197540,133600
2710197900,133600
2710198010,133600
2710198020,133600
2710198030,133600
2710198040,133600
2710198090,133600
2710199000,133600
2710209510,133600
2710209520,133600
2710209600,133600
2710209711,133600
2710209712,133600
2710209713,133600
2710209719,133600
2710209721,133600
2710209722,133600
2710209723,133600
2710209724,133600
2710209725,133600
2710209731,133600
2710209732,133600
2710209733,133600
2710209741,133600
2710209742,133600
2710209743,133600
2710209744,133600
2710209745,133600
2710209751,133600
2710209752,133600
2710209753,133600
2710209754,133600
2710209790,133600
2710209810,133600
2710209820,133600
2710209830,133600
2710209840,133600
2710209890,133600
2710209900,133600
2710915000,133600
2710919000,133600
2710995000,133600
2710999000,133600
2905450000,228900
2905490000,228900
2905510000,228900
2905590000,228900
2906110000,228900
2906120000,228900
2906131000,228900
2906191000,228900
2906192000,228900
2906199000,228900
2906210000,228900
2906290000,228900
2906291000,228900
2906292000,228900
2906293000,228900
2906299000,228900
2907112000,228900
2907121000,228900
2907122000,228900
2907131000,228900
2907132000,228900
2907139000,228900
2907191000,228900
2907199000,228900
2907211000,228900
2907212000,228900
2907291000,228900
2907299000,228900
2913000000,228900
2914130000,228900
2914190000,228900
2914191000,228900
2914199000,228900
2914222000,228900
2914231000,228900
2914232000,228900
2914291000,228900
2914299000,228900
2914310000,228900
2914390000,228900
2914401000,228900
2914409000,228900
2914501000,228900
2914509000,228900
2914610000,228900
2914620000,228900
2914691000,228900
2914699000,228900
2914699010,228900
2914699090,228900
2914701000,228900
2914709090,228900
2914710000,228900
2914799000,228900
2915110000,228900
2915121000,228900
2915122000,228900
2915129000,228900
2915130000,228900
2915131000,228900
2915132000,228900
2915139000,228900
2915240000,228900
2915291000,228900
2915292000,228900
2915293000,228900
2915299000,228900
2915331000,228900
2915339000,228900
2915360000,228900
2915391000,228900
2915392000,228900
2915393000,228900
2915395000,228900
2915399000,228900
2915401000,228900
2915409000,228900
2915500000,228900
2915600000,228900
2915701000,228900
2915702010,228900
2915702020,228900
2915702030,228900
2915702040,228900
2915702050,228900
2915702060,228900
2915702070,228900
2915702080,228900
2915702090,228900
2915901000,228900
2915909010,228900
2915909020,228900
2915909090,228900
2916151000,228900
2916152000,228900
2916153000,228900
2916160000,228900
2916190000,228900
2916201000,228900
2916202000,228900
2916209000,228900
2916209090,228900
2916311000,228900
2916312000,228900
2916313000,228900
2916319090,228900
2916321000,228900
2916322000,228900
2916340000,228900
2916341000,228900
3904210000,214007
3904220000,214007
3906100000,214008
3906909000,214008
3907203000,214009
3907293000,214009
3910009010,214010
3910009020,214010
3910009090,214010
3907100000,214011
3907301000,214012
3907309000,214012
3907400000,214013
3907600000,214014
3907610000,214014
3907690000,214014
3907991000,214014
3908101000,214015
3908102000,214015
3908103000,214015
3908900000,214015
3901400000,214090
3901900000,214090
3902200000,214090
3902900000,214090
3903200000,214090
3903909000,214090
3904300000,214090
3904400000,214090
3904500000,214090
3904610000,214090
3904690000,214090
3904691000,214090
3904699000,214090
3904900000,214090
3905120000,214090
3905190000,214090
3905210000,214090
3905290000,214090
3905300000,214090
3905910000,214090
3905990000,214090
3906901000,214090
3907201000,214090
3907209000,214090
3907210000,214090
3907291000,214090
3907299000,214090
3907500000,214090
3907700000,214090
3907910000,214090
3907992000,214090
3907999000,214090
3909100000,214090
3909101000,214090
3909102000,214090
3909200000,214090
3909300000,214090
3909310000,214090
3909390000,214090
3909400000,214090
3909500000,214090
3910001000,214090
3911101000,214090
3911102000,214090
3911103000,214090
3911200000,214090
3911901000,214090
3911902000,214090
3911903000,214090
3911909000,214090
3914001000,214090
3914009000,214090
4002110000,215010
4002190000,215020
4002209000,215030
4002319000,215040
4002490000,215050
4002590000,215060
4002700000,215070
4002709000,215070
4002201000,215090
4002311000,215090
4002391000,215090
4002399010,215090
4002399020,215090
4002410000,215090
4002510000,215090
4002600000,215090
4002601000,215090
4002609000,215090
4002701000,215090
4002800000,215090
4002801000,215090
4002809000,215090
4002910000,215090
4002991000,215090
4002992000,215090
4002993000,215090
4002999000,215090
2707400000,219000
2707910000,219000
2707991000,219000
2707992000,219000
2707993000,219000
2707999000,219000
2710192030,219000
2710209230,219000
2902190000,219000
2902191000,219000
2902199000,219000
2902700000,219000
2903130000,219000
2905110000,219000
2905121000,219000
2905122010,219000
2905122090,219000
2905130000,219000
2905140000,219000
2905161000,219000
2905169000,219000
2905193000,219000
2905320000,219000
2907111000,219000
2907151000,219000
2907152000,219000
2907192000,219000
2907221000,219000
2907222000,219000
2907231000,219000
2907232000,219000
2908110000,219000
2908191000,219000
2908192000,219000
2908193000,219000
2908199000,219000
2908910000,219000
2908920000,219000
2908990000,219000
2908991000,219000
2908992000,219000
2908993000,219000
2908994000,219000
2908999000,219000
2909110000,219000
2909191000,219000
2909192000,219000
2909199000,219000
2909200000,219000
2909201000,219000
2909209000,219000
2909301000,219000
2909302000,219000
2909303000,219000
2909304000,219000
2909305000,219000
2909309090,219000
2909430000,219000
2909441000,219000
2909449000,219000
2909499000,219000
2909500000,219000
2909501000,219000
2909502000,219000
2909503000,219000
2909509000,219000
2909601000,219000
2909602000,219000
2909603000,219000
2909604000,219000
2909609000,219000
2910300000,219000
2910400000,219000
2910500000,219000
2910900000,219000
2911000000,219000
2911001010,219000
2911001020,219000
2911009000,219000
2912110000,219000
2912120000,219000
2912191000,219000
2912192000,219000
2912193000,219000
2912199000,219000
2912210000,219000
2912290000,219000
2912292000,219000
2912293000,219000
2912294000,219000
2912295000,219000
2912299000,219000
2912410000,219000
2912420000,219000
2912490000,219000
2912491000,219000
2912499000,219000
2912500000,219000
2912501000,219000
2912502000,219000
2912503000,219000
2912509000,219000
2912600000,219000
2914110000,219000
2914120000,219000
2914221000,219000
2915210000,219000
2915310000,219000
2915394000,219000
2916111000,219000
2916119000,219000
2916121000,219000
2916122000,219000
2916123000,219000
2916124000,219000
2916129000,219000
2916131000,219000
2916139000,219000
2916149000,219000
2917121000,219000
2917122000,219000
2917123010,219000
2917123090,219000
2917140000,219000
2917350000,219000
2917391000,219000
2920119000,219000
2920199000,219000
2920199010,219000
2920199090,219000
2920210000,219000
2920220000,219000
2920230000,219000
2920240000,219000
2920290000,219000
2920309000,219000
2920901010,219000
2920901020,219000
2920901090,219000
2920902000,219000
2920903000,219000
2920904000,219000
2920904010,219000
2920904020,219000
2920904030,219000
2920904040,219000
2920909090,219000
2920909110,219000
2920909190,219000
2920909200,219000
2920909900,219000
2921111010,219000
2921111020,219000
2921112010,219000
2921112020,219000
2921113010,219000
2921113020,219000
2921120000,219000
2921130000,219000
2921140000,219000
2921191000,219000
2921192000,219000
2921199010,219000
2921199020,219000
2921199030,219000
2921199040,219000
2921199050,219000
2921199060,219000
2921199070,219000
2921199090,219000
2921211000,219000
2921212000,219000
2921221000,219000
2921222000,219000
2921229000,219000
2921291000,219000
2921292000,219000
2921299000,219000
2921301000,219000
3703204000,225010
3703209000,225010
3703900000,225010
3703901000,225010
3703902000,225010
3703903000,225010
3703904000,225010
3703909000,225010
3704001100,225010
3704001110,225010
3704001120,225010
3704001190,225010
3704001200,225010
3704001300,225010
3704001900,225010
3704002000,225010
3705101000,225020
3705109000,225020
3705902010,225020
3705902020,225020
3705902030,225020
3705903000,225020
3705909010,225020
3705909020,225020
3705909030,225020
3705909090,225020
3705001010,225030
3705001090,225030
3705009090,225030
3706100000,225030
3706101000,225030
3706102000,225030
3706103010,225030
3706103020,225030
3706103030,225030
3706104000,225030
3706105010,225030
3706105020,225030
3706106010,225030
3706106020,225030
3706900000,225030
2921309000,219000
2921411000,219000
2921412000,219000
2921421000,219000
2921422000,219000
2921429020,219000
2921429090,219000
2921431000,219000
2921432000,219000
2921433000,219000
2921435000,219000
2921436000,219000
2921437000,219000
2921439010,219000
2921439090,219000
2921439099,219000
2921441000,219000
2921449000,219000
2921451000,219000
2921459010,219000
2921459020,219000
2921459030,219000
2921459090,219000
2921460000,219000
2921499000,219000
2921511000,219000
2921512000,219000
2921519010,219000
2921519020,219000
2921519030,219000
2921519040,219000
2921519090,219000
2921591000,219000
2921592000,219000
2921599000,219000
2921599010,219000
2921599020,219000
2921599030,219000
2921599040,219000
2921599050,219000
2921599090,219000
2922422000,219000
2929101000,219000
2929102000,219000
2929109000,219000
2929906000,219000
3817000000,219000
3907202000,219000
3907292000,219000
3203001000,221100
3203001100,221100
3203001910,221100
3203001920,221100
3203001930,221100
3203001990,221100
3203002010,221100
3203002020,221100
3203002030,221100
3203002090,221100
3203003000,221100
3204111000,221100
3204119000,221100
3204121000,221100
3204122000,221100
3204130000,221100
3204140000,221100
3204150000,221100
3204160000,221100
3204180000,221100
3204191000,221100
3204192000,221100
3204193000,221100
3204199000,221100
3204200000,221100
3204901000,221100
3204901010,221100
3204901090,221100
3204909000,221100
3204170000,221200
3205001000,221200
3205009000,221200
3206110000,221200
3206190000,221200
3206200000,221200
3206411000,221200
3206419000,221200
3206421000,221200
3206429000,221200
3206491000,221200
3206492000,221200
3206493000,221200
3206494000,221200
3206495000,221200
3206496000,221200
3206499000,221200
3206500000,221200
3207100000,221200
3207201000,221200
3207202000,221200
3207209000,221200
3207301000,221200
3207302000,221200
3207303000,221200
3207304000,221200
3207309000,221200
3207400000,221200
3212100000,221200
3212901000,221200
3212909000,221200
3208101010,222100
3208101090,222100
3208102000,222100
3208103000,222100
3208201011,222100
3208201019,222100
3208201020,222100
3208201030,222100
3208202011,222100
3208202019,222100
3208202020,222100
3208202030,222100
3208901011,222100
3208901019,222100
3208901020,222100
3208901030,222100
3208909011,222100
3208909019,222100
3208909020,222100
3208909030,222100
3209101011,222100
3209101019,222100
3209101020,222100
3209102010,222100
3209102020,222100
3209901011,222100
3209901019,222100
3209901020,222100
3209909011,222100
3209909019,222100
3209909020,222100
3210001011,222100
3210001019,222100
3210001091,222100
3210001099,222100
3210002010,222100
3210002020,222100
3210002030,222100
3210002040,222100
3210003010,222100
3210003090,222100
3505201000,223000
3505202000,223000
3505209000,223000
3506910000,223000
3506911000,223000
3506919000,223000
3506991000,223000
3506992000,223000
3506993000,223000
3506999000,223000
3403111000,224010
3403112000,224010
3403119000,224010
3403191000,224010
3403192000,224010
3403193000,224010
3403194000,224010
3403195000,224010
3403199000,224010
3403911000,224010
3403912000,224010
3403919000,224010
3403991000,224010
3403992000,224010
3403999000,224010
3701100000,225010
3701200000,225010
3701301000,225010
3701302000,225010
3701303000,225010
3701304000,225010
3701309000,225010
3701309100,225010
3701309200,225010
3701309910,225010
3701309920,225010
3701309930,225010
3701309990,225010
3701309991,225010
3701309999,225010
3701911000,225010
3701919100,225010
3701919200,225010
3701919900,225010
3701919910,225010
3701919920,225010
3701919990,225010
3701991000,225010
3701999100,225010
3701999200,225010
3701999900,225010
3701999910,225010
3701999920,225010
3701999990,225010
3702100000,225010
3702311000,225010
3702311110,225010
3702311120,225010
3702311210,225010
3702311220,225010
3702311910,225010
3702311920,225010
3702312000,225010
3702313000,225010
3702319000,225010
3702319010,225010
3702319020,225010
3702319090,225010
3702321000,225010
3702321110,225010
3702321120,225010
3702321210,225010
3702321220,225010
3702321910,225010
3702321920,225010
3702322000,225010
3702323000,225010
3702329000,225010
3702329010,225010
3702329020,225010
3702329030,225010
3702329090,225010
3702391000,225010
3702391110,225010
3702391120,225010
3702391210,225010
3702391220,225010
3702391910,225010
3702391920,225010
3702392000,225010
3702393000,225010
3702399000,225010
3702399010,225010
3702399020,225010
3702399090,225010
3702411000,225010
3702411010,225010
3702411020,225010
3702412000,225010
3702413000,225010
3702419000,225010
3702419010,225010
3702419020,225010
3702419090,225010
3702421000,225010
3702421010,225010
3702421020,225010
3702422000,225010
3702423000,225010
3702429000,225010
3702429010,225010
3702429020,225010
3702429090,225010
3702431000,225010
3702431010,225010
3702431020,225010
3702432000,225010
3702433000,225010
3702439000,225010
3702439010,225010
3702439020,225010
3702439090,225010
3702441000,225010
3702441010,225010
3702441020,225010
3702442000,225010
3702443000,225010
3702449000,225010
3702449010,225010
3702449020,225010
3702449090,225010
3702521000,225010
3702521010,225010
3702521020,225010
3702522000,225010
3702523000,225010
3702529000,225010
3702529010,225010
3702529020,225010
3702529090,225010
3702530000,225010
3702541000,225010
3702541010,225010
3702541020,225010
3702542000,225010
3702543000,225010
3702549000,225010
3702549010,225010
3702549020,225010
3702549090,225010
3702551000,225010
3702551010,225010
3702551020,225010
3702552000,225010
3702553000,225010
3702559000,225010
3702559010,225010
3702559020,225010
3702559090,225010
3702561000,225010
3702561010,225010
3702561020,225010
3702562000,225010
3702563000,225010
3702569000,225010
3702569010,225010
3702569020,225010
3702569090,225010
3702961000,225010
3702961010,225010
3702961020,225010
3702962000,225010
3702963000,225010
3702969000,225010
3702969010,225010
3702969020,225010
3702969090,225010
3702971000,225010
3702971010,225010
3702971020,225010
3702972000,225010
3702973000,225010
3702979000,225010
3702979010,225010
3702979020,225010
3702979090,225010
3702981000,225010
3702981010,225010
3702981020,225010
3702982000,225010
3702983000,225010
3702989000,225010
3702989010,225010
3702989020,225010
3702989090,225010
3703100000,225010
3703101010,225010
3703101020,225010
3703101030,225010
3703101040,225010
3703101090,225010
3703109010,225010
3703109020,225010
3703109030,225010
3703109040,225010
3703109090,225010
3703201000,225010
3703202000,225010
3703203000,225010
3706901000,225030
3706902000,225030
3706903010,225030
3706903020,225030
3706903030,225030
3706904000,225030
3706905010,225030
3706905020,225030
3706906010,225030
3706906020,225030
3707100000,225090
3707901010,225090
3707901020,225090
3707901090,225090
3707902010,225090
3707902090,225090
3707902100,225090
3707902910,225090
3707902920,225090
3707902990,225090
3707903000,225090
3707903100,225090
3707903910,225090
3707903920,225090
3707903990,225090
3707909100,225090
3707909200,225090
3707909300,225090
3707909400,225090
3707909900,225090
3808509000,226110
3808520000,226110
3808599000,226110
3808619000,226110
3808629000,226110
3808699000,226110
3808919000,226110
3808929000,226110
3808931000,226110
3808932000,226110
3808933000,226110
2825502010,226120
2827412010,226120
2833251000,226120
2909309010,226120
2914709010,226120
2914791000,226120
2916203000,226120
2916209010,226120
2916319010,226120
2916399010,226120
2918301000,226120
2918991000,226120
2919901010,226120
2919901011,226120
2920111000,226120
2920191000,226120
2920301000,226120
2920909010,226120
2921423000,226120
2921429010,226120
2921434000,226120
2921439091,226120
2921491000,226120
2922505000,226120
2922509010,226120
2924199010,226120
2924211000,226120
2924251000,226120
2924299092,226120
2925199010,226120
2925299010,226120
2926903000,226120
2926909091,226120
2928002000,226120
2928009091,226120
2930201010,226120
2930202010,226120
2930902000,226120
2930902091,226120
2930909091,226120
2931901091,226120
2931902915,226120
2931909091,226120
2932191000,226120
2932209091,226120
2932999010,226120
2933112000,226120
2933119091,226120
2933192000,226120
2933199091,226120
2933299010,226120
2933392000,226120
2933399010,226120
2933499010,226120
2933591000,226120
2933591991,226120
2933699091,226120
2933921000,226120
2933999010,226120
2934109010,226120
2934204000,226120
2934209010,226120
2934994000,226120
2934999010,226120
2935009020,226120
2935904000,226120
2935909010,226120
2939801010,226120
2941201000,226120
2941901000,226120
2941909091,226120
3808501000,226120
3808591000,226120
3808611000,226120
3808621000,226120
3808691000,226120
3808911000,226120
3808921000,226120
3823709010,226120
3824902410,226120
3824992210,226120
2818301000,226200
2818309000,226200
2906132000,226200
2918231010,226200
2929901000,226200
2933119000,226200
2933119010,226200
2933119030,226200
2933119040,226200
2933119099,226200
2933321000,226200
2933329000,226200
2933330000,226200
2933340000,226200
2933350000,226200
2933360000,226200
2933370000,226200
2933391000,226200
2933393000,226200
2933394000,226200
2933395000,226200
2933399000,226200
2933399090,226200
2936210000,226200
2936220000,226200
2936230000,226200
2936240000,226200
2936250000,226200
2936260000,226200
2936271000,226200
2936272000,226200
2936273000,226200
2936279000,226200
2936281000,226200
2936289000,226200
2936291010,226200
2936291090,226200
2936292000,226200
2936293000,226200
2936294000,226200
2936295000,226200
2936299000,226200
2936901000,226200
2936909000,226200
2937111000,226200
2937119000,226200
2937120000,226200
2937191000,226200
2937199000,226200
2937211000,226200
2937212000,226200
2937213000,226200
2937214000,226200
2937220000,226200
2937230000,226200
2937292000,226200
2937299000,226200
2937501000,226200
2937502000,226200
2937509000,226200
2937901000,226200
2937902100,226200
2937902910,226200
2937902990,226200
2937903000,226200
2937909000,226200
2941101000,226200
2941109010,226200
2941109020,226200
2941109090,226200
2941209000,226200
2941301000,226200
2941302000,226200
2941303000,226200
2941309000,226200
2941400000,226200
2941501000,226200
2941509000,226200
2941902000,226200
2941909000,226200
2941909010,226200
2941909020,226200
2941909030,226200
2941909040,226200
2941909099,226200
3001201000,226200
3001202000,226200
3001203000,226200
3001204000,226200
3001205000,226200
3001209000,226200
3001901010,226200
3001901090,226200
3001902090,226200
3001909010,226200
3001909020,226200
3001909090,226200
3002101000,226200
3002102010,226200
3002102020,226200
3002103000,226200
3002109010,226200
3002109020,226200
3002109030,226200
3002109040,226200
3002109050,226200
3002109090,226200
3002110000,226200
3002121000,226200
3002122000,226200
3002123000,226200
3002129010,226200
3002129021,226200
3002129022,226200
3002129030,226200
3002129040,226200
3002129090,226200
3002130000,226200
3002131000,226200
3002139000,226200
3002140000,226200
3002141000,226200
3002149000,226200
3002150000,226200
3002191000,226200
3002199000,226200
3002200000,226200
3002301000,226200
3002309000,226200
3002410000,226200
3002421000,226200
3002429000,226200
3002491000,226200
3002492000,226200
3002493000,226200
3002494000,226200
3002510000,226200
3002590000,226200
3002901000,226200
3002902000,226200
3002903010,226200
3002903020,226200
3002903090,226200
3002904000,226200
3002905000,226200
3002906000,226200
3002907000,226200
3002908000,226200
3002909000,226200
3003101000,226200
3003102000,226200
3003200000,226200
3003201000,226200
3003209000,226200
3003209010,226200
3003209090,226200
3003310000,226200
3003391010,226200
3003391020,226200
3003392000,226200
3003393000,226200
3003394000,226200
3003395000,226200
3003396000,226200
3003397000,226200
3003398000,226200
3003399000,226200
3003401000,226200
3003409110,226200
3003409120,226200
3003409130,226200
3003409210,226200
3003409220,226200
3003409230,226200
3003409310,226200
3003409320,226200
3003409330,226200
3003409400,226200
3003409500,226200
3003409600,226200
3003409900,226200
3003410000,226200
3003420000,226200
3003430000,226200
3003490000,226200
3003491000,226200
3003499000,226200
3003600000,226200
3003901000,226200
3003902000,226200
3003903000,226200
3003909000,226200
3003909100,226200
3003909200,226200
3003909300,226200
3003909400,226200
3003909500,226200
3003909600,226200
3003909900,226200
3004101000,226200
3004102000,226200
3004201000,226200
3004209100,226200
3004209200,226200
3004209300,226200
3004209400,226200
3004209900,226200
3004310000,226200
3004320000,226200
3004391010,226200
3004391020,226200
3004392000,226200
3004393000,226200
3004394000,226200
3004395000,226200
3004396000,226200
3004397000,226200
3004399000,226200
3004401000,226200
3004409110,226200
3004409120,226200
3004409130,226200
3004409210,226200
3004409220,226200
3004409230,226200
3004409310,226200
3004409320,226200
3004409330,226200
3004409400,226200
3004409500,226200
3004409600,226200
3004409900,226200
3004410000,226200
3004420000,226200
3004430000,226200
3004491000,226200
3004492010,226200
3004492020,226200
3004493000,226200
3004499000,226200
3004501000,226200
3004502010,226200
3004502090,226200
3004503000,226200
3004504000,226200
3004505000,226200
3004506000,226200
3004507000,226200
3004509000,226200
3004600000,226200
3004901000,226200
3004909100,226200
3004909200,226200
3004909300,226200
3004909400,226200
3004909500,226200
3004909900,226200
3507100000,226200
3822111000,226200
3822112000,226200
3822119000,226200
3822121000,226200
3822191000,226200
3004492030,227100
3401111000,227100
3401191010,227100
3401191090,227100
3401192000,227100
3401200000,227100
3303001000,227310
3303002000,227310
3304101000,227320
3304109000,227320
3304201000,227320
3304209000,227320
3304301000,227320
3304309000,227320
3304911000,227320
3304912000,227320
3304919000,227320
3304991000,227320
3304992000,227320
3304993000,227320
3304999000,227320
3305100000,227330
3305200000,227330
3305300000,227330
3305901000,227330
3305902000,227330
3305909000,227330
3307101000,227340
3307109000,227340
3307200000,227350
3307301000,227360
3307302000,227360
3401119000,227370
3401300000,227370
3307904000,227390
3307909000,227390
3307410000,227900
3307490000,227900
3307901000,227900
3307902000,227900
3307903000,227900
2807001010,228100
2807001090,228100
2814100000,228200
2814200000,228200
2815110000,228300
2815120000,228300
2847002000,228400
2847009000,228400
2801100000,228900
2801200000,228900
2801301000,228900
2801302000,228900
2802001000,228900
2802002000,228900
2802003000,228900
2803001000,228900
2803009010,228900
2803009011,228900
2803009019,228900
2803009090,228900
2804100000,228900
2804210000,228900
2804291000,228900
2804292000,228900
2804293000,228900
2804294000,228900
2804299000,228900
2804300000,228900
2804400000,228900
2804501000,228900
2804502000,228900
2804610000,228900
2804611010,228900
2804611090,228900
2804619000,228900
2804690000,228900
2804701000,228900
2804709000,228900
2804800000,228900
2804900000,228900
2805110000,228900
2805120000,228900
2805190000,228900
2805301000,228900
2805302000,228900
2805303000,228900
2805304000,228900
2805305000,228900
2805309000,228900
2805400000,228900
2806100000,228900
2806200000,228900
2807002000,228900
2808001010,228900
2808001090,228900
2808002000,228900
2809100000,228900
2809201010,228900
2809201090,228900
2809202000,228900
2809202010,228900
2809202020,228900
2809202090,228900
2810001010,228900
2810001090,228900
2810002000,228900
2810003000,228900
2810009000,228900
2811111000,228900
2811119000,228900
2811120000,228900
2811191000,228900
2811192000,228900
2811193000,228900
2811194000,228900
2811195000,228900
2811196000,228900
2811197000,228900
2811198000,228900
2811199000,228900
2811199010,228900
2811199090,228900
2811210000,228900
2811221000,228900
2811229010,228900
2811229090,228900
2811291000,228900
2811292000,228900
2811293000,228900
2811294000,228900
2811295000,228900
2811299000,228900
2812101010,228900
2812101020,228900
2812101030,228900
2812101040,228900
2812101050,228900
2812101060,228900
2812101090,228900
2812102010,228900
2812102020,228900
2812102030,228900
2812102090,228900
2812110000,228900
2812120000,228900
2812130000,228900
2812140000,228900
2812150000,228900
2812160000,228900
2812170000,228900
2812190000,228900
2812901000,228900
2812902000,228900
2812903010,228900
2812903090,228900
2812909000,228900
2813100000,228900
2813900000,228900
2813901020,228900
2813901090,228900
2813902010,228900
2813902090,228900
2813903000,228900
2813909000,228900
2815200000,228900
2815300000,228900
2815301000,228900
2815302000,228900
2816101000,228900
2816102000,228900
2816400000,228900
2817001000,228900
2817002000,228900
2818101000,228900
2818109000,228900
2818200000,228900
2818201000,228900
2818209000,228900
2819100000,228900
2819901010,228900
2819901090,228900
2819902000,228900
2820100000,228900
2820900000,228900
2820901000,228900
2820902000,228900
2820909000,228900
2821101000,228900
2821102000,228900
2821200000,228900
2822001010,228900
2822001091,228900
2822001099,228900
2822002010,228900
2822002090,228900
2822172000,228900
2823001000,228900
2823009000,228900
2824100000,228900
2824901000,228900
2824909000,228900
2825101000,228900
2825102000,228900
2825109000,228900
2825109010,228900
2825109020,228900
2825109030,228900
2825109041,228900
2825109049,228900
2825201000,228900
2825202000,228900
2825301000,228900
2825309000,228900
2825401000,228900
2904360000,228900
2904901000,228900
2904902000,228900
2904903000,228900
2904909000,228900
2904910000,228900
2904990000,228900
2905171000,228900
2905172000,228900
2905173000,228900
2905191000,228900
2905192000,228900
2905194000,228900
2905199010,228900
2905199020,228900
2905199030,228900
2905199090,228900
2905221000,228900
2905229000,228900
2905290000,228900
2905391000,228900
2905392000,228900
2905399000,228900
2905410000,228900
2905420000,228900
2905430000,228900
2905440000,228900
2825402000,228900
2825501000,228900
2825502090,228900
2825601000,228900
2825602000,228900
2825701000,228900
2825702000,228900
2825800000,228900
2825901010,228900
2825901020,228900
2825901030,228900
2825901040,228900
2825901090,228900
2825902010,228900
2825902020,228900
2825902030,228900
2825902040,228900
2825902050,228900
2825902090,228900
2825903000,228900
2825903010,228900
2825903090,228900
2825909000,228900
2826120000,228900
2826191000,228900
2826193010,228900
2826193090,228900
2826194000,228900
2826195000,228900
2826199000,228900
